global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
2088.923793136016	n/a	4363602.61352976	n/a	2441.741502761841	n/a	5962101.566309652	n/a	2402.204728107063	n/a	5770587.555739929	n/a	2447.243270962634	1788.010143503111	n/a	n/a	n/a	n/a	-0.0931430135	-0.0301325728	0.0028962567	-0.0223468411	0.0158487705	0.0024872795	0.082120542	-0.0269016058	-0.0436869612	-0.0124725473	-0.012136726	0.0936106269	-0.0433861331	0.0115980301	0.0121579231	-0.0173696044	0.0361650599	-0.0115153418	0.0042595216	-0.028814704	0.0649951813	-0.051205289	0.0148928139	-0.0990602149	-0.0191572835	0.0930589002	-0.0253133795	0.0378134887	-0.0374798407	-0.0171286171	0.0250433872	-0.0189915236	0.0351939791	-0.0275933994	0.0024955455	-0.0823159403	0.0523671763	-0.0043040036	0.0083135465	-0.0145590774	0.0005258705	-0.0065324491	0.0249648094	-0.0070080403	0.0537387479	-0.0512967761	0.0277984476	-0.0176959691	0.0073340237	-0.0129863977	0.0120146042	-0.0064236696	0.0135427143	-0.0148306218	-0.0016753801	0.130349532	-0.0480196753	-0.0511741704	0.1364452898	0.0912851377	0.0912792721	0.0912694965	0.0912558111	0.0912382167	0.0912167139	0.0764849323876575	n/a	n/a	0.0058499448823445	0.2110535102858506	n/a	n/a	0.0445435842039796	1.1039058887305728	n/a	n/a	1.2186082111740355	-0.0284510219321104	n/a	n/a	0.0008094606489814	0.0033730711801607	n/a	n/a	1.13776091864307e-05	0.0023989706396142	n/a	5.755060129730964e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2088.920548578696	-0.0032445573197037	4363589.05827432	1.0527152200843148e-05	2442.3087314605714	0.5672286987305597	5964871.939768545	0.3217483966635641	2402.3065339172776	0.1018058102145005	5771076.682901644	0.0103644229934309	2447.357653397439	1787.6795290673683	0.050863	1.231816	0.05452135676003	0.0328543141862686	-0.0932663279	-0.0291627002	0.0016171136	-0.0223393784	0.0172405794	0.0018043765	0.0820489757	-0.0281604044	-0.0450352851	-0.0110074692	-0.0132921495	0.0930470697	-0.0446667876	0.01096335	0.0144931011	-0.0159326744	0.0365315869	-0.0110315323	0.0047835211	-0.0294555349	0.0654058497	-0.0520676404	0.0168212393	-0.0997425569	-0.0202986082	0.0928837339	-0.0253768093	0.0396513321	-0.0373859666	-0.0189209978	0.0258247784	-0.0190556626	0.0351668724	-0.0282958769	0.0040736217	-0.0817209295	0.0516050336	-0.004528519	0.010457765	-0.0167504002	-0.0020795458	-0.0079128253	0.0286167517	-0.0064925664	0.05526188	-0.0525551548	0.0286735668	-0.0177954986	0.0057017008	-0.012693145	0.0144103761	-0.0090885092	0.0171962867	-0.0157783379	-0.0019634275	0.1340366889	-0.0499059933	-0.0533019244	0.1453984605	0.0912694965	0.0912167139	0.0911287655	0.0910056853	0.0908475206	0.0906543325	0.071819987843412	-0.0046649445442455	2.176170760088585e-05	0.0051581106538278	0.223629954026066	0.0125764437402154	0.0001581669371508	0.0500103563377003	1.107338370538912	0.0034324818083391	1.1781931364578892e-05	1.226198266867773	-0.0279534636449818	0.0004975582871286	2.475642490903472e-07	0.0007813961297513	0.0033346054739995	-3.8465706161200375e-05	1.4796105504798082e-09	1.111959366722743e-05	0.0022580448995594	-0.0001409257400548	5.09876676842622e-06	1.986006420999308e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2084.105770861808	-4.814777716887875	4343496.864139492	23.182084463040017	2442.33723487854	0.02850341796875	5965011.168874153	0.0008124448359012	2399.911704965189	-2.3948289520885737	5759576.191628921	5.735205709761656	2445.0387956749964	1766.1395294680233	0.692419	16.769075	0.1756975702621642	0.0928744817797363	-0.0925334635	-0.0118198188	0.0213952678	-0.0210378907	0.0175758106	-0.0006625386	0.0751038474	-0.021678538	0.0164682208	0.0176940209	-0.0061530898	0.1025899298	-0.0631394595	0.0150240889	-0.0081007998	-0.002724224	-0.0132752476	0.009374223	0.0279884384	-0.0028651168	0.0472427655	-0.0811844024	0.0104733837	0.0275402723	-0.0148166863	0.0964559085	0.006350129	0.0680666652	-0.0032037686	0.0196529695	0.0026153288	-0.0273625312	0.0240212368	-0.0662241479	0.0148492481	-0.0855115837	0.0639577939	-0.0011006499	0.0013324879	-0.0176639526	-0.0028903885	0.0042080389	0.0199710758	-0.0085059532	0.0539452448	-0.0409789677	0.0280864753	-0.0169526689	0.0063923667	-0.0271556947	0.0052172702	-0.0044233685	0.0133457937	-0.0200479746	0.0035697864	0.0955643068	0.0045010934	-0.0603886899	0.1048479513	0.0912382167	0.0910916402	0.0908475206	0.0905061192	0.0900678015	0.089533037	0.0442014092834313	-0.0276185785599806	0.0007627858816738	0.0019537645826414	0.189991150257839	-0.033638803768227	0.0011315691189572	0.0360966371762967	1.1371440772725734	0.0298057067336614	0.000888380153893	1.2930966524760923	-0.0293726527932054	-0.0014191891482236	2.014097838435631e-06	0.0008627527321101	0.0033390270692164	4.421595216900186e-06	1.9550504262114598e-11	1.114910176895986e-05	0.001988966018994	-0.0002690788805653	3.95598582471284e-06	7.240344396632877e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2090.58253230739	6.476761445581815	4370535.32438878	41.94843882297504	2444.065579986572	1.7283451080320449	5973456.559275099	2.9871768124583	2405.3211290009167	5.409424035727625	5785569.7336182445	29.261868398307744	2447.4379002375053	1766.3497442167404	0.766544	18.564222	0.0970221997306345	0.0536386389622824	-0.0950911437	-0.0345005391	0.0078171339	-0.0266687952	0.0118500545	-0.0096770961	0.0919510966	-0.0291204015	-0.0533754266	-0.0150762864	-0.0317967861	0.0948575777	-0.0155468948	0.0286475884	0.0069440936	-0.0265046739	0.0172605432	-0.0004178451	-0.0487124724	0.0108599082	-0.0429884763	-0.0322690955	-0.0368786978	0.0152084685	-0.0281046785	0.1010704628	-0.0316912556	0.0116739259	-0.0337260685	-0.0182410996	0.0264511786	0.0128419586	0.0041070108	0.0087609419	-0.0913012672	-0.0877242958	0.0562107217	-0.004858031	-0.0022949404	-0.0197658771	-0.0048065888	0.0040630426	0.0240989746	0.002132921	0.0482776593	-0.0586201671	0.0089870701	-0.0065139537	-0.0099557829	-0.0102480767	0.0025829207	0.0175459047	0.0295173544	-0.0308995105	-0.0086456466	0.0980393896	-0.0636172336	-0.0325070832	0.0550096224	0.0911913037	0.090904137	0.0904261954	0.0897584821	0.0889023983	0.0878597406	0.0339380878167929	-0.0102633214666384	0.0001053357675275	0.0011517938046603	0.2016386664255804	0.0116475161677414	0.0001356646328777	0.0406581517978864	1.1141507643365287	-0.0229933129360446	0.0005286924397748	1.241331925671671	-0.029557177523977	-0.0001845247307716	3.4049376266331964e-08	0.0008736267431838	0.0034127858305343	7.375876131789994e-05	5.440354871150932e-09	1.1647107125095692e-05	0.0027730435101087	0.0007840774911146	7.689770308955979e-06	6.147775120727223e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2096.597276957409	6.014744650019111	4395720.141745223	36.17715320493352	2453.085444641113	9.019864654540925	6017628.198710088	81.35795838623667	2408.2045954490195	2.8834664481028085	5799449.373541776	8.314378757334627	2455.309279385344	1786.7067084396094	0.815656	19.753626	0.1042184478043873	0.0557051987344081	-0.1008733988	-0.0170442688	0.0068854442	-0.019162901	-0.0077085842	-0.0170145854	0.0841814529	-0.0163573474	-0.0068165034	0.0155511557	-0.0523410221	0.073999995	-0.0618815892	0.0363651248	0.022921147	0.0056342854	-0.002432814	0.024978943	-0.0267230955	-0.000321386	0.0396837989	0.0632430515	-0.0066496443	0.0405461233	-0.0523723193	0.0713289456	-0.0072465632	0.0591239161	-0.0402992202	-0.0182539085	0.0162146791	0.0521749296	0.0257115087	0.0171172573	0.0144278202	-0.0872054311	0.041657927	-0.0065136545	-0.0047946667	-0.0315968448	-0.0059082469	-0.0013711964	0.034165363	0.0089971141	0.0372433314	-0.0501582796	0.0254081729	0.0259725191	-0.0271904685	0.0327391514	0.0245532471	0.0230757468	0.0264300224	-0.0416610244	-0.0368261566	0.0950261488	-0.0066004616	-0.1015917464	0.0722878946	0.0911287655	0.0906543325	0.0898654396	0.0887648233	0.0873563013	0.0856447597	0.0399506153117386	0.0060125274949456	3.6150486877478e-05	0.0015960516637865	0.1974276385332416	-0.0042110278923387	1.773275591005529e-05	0.0389776724568123	1.096708147395951	-0.0174426169405776	0.0003042448857357	1.202768760564659	-0.028644196541416	0.000912980982561	8.335342745180527e-07	0.0008204899955032	0.0039941077172325	0.0005813218866982	3.379351359543551e-07	1.5952896456856212e-05	0.00280978615038	3.674264027130015e-05	7.89489821086726e-06	1.3500216141061678e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2097.763908297208	1.1666313397990962	4400613.414954378	1.3610286830014342	2446.7270580291747	-6.358386611938386	5986473.296492101	40.4290803068773	2409.255003221992	1.0504077729724486	5804509.6705502	1.1033564895209391	2456.172919190304	1765.2122948518274	0.931566	22.560759	0.1243171817544104	0.0638839788479531	-0.0968652847	0.0605473677	0.0524008077	-0.0215626745	-0.0329493338	-0.0266354833	0.1202083686	0.0149599402	0.0154056847	0.0112696492	-0.0663506143	0.0653461164	-0.0473730106	0.0120474005	0.036645037	-0.0001918103	-0.0066573758	0.0244384034	0.0208450682	-0.0243456979	-0.0754201304	0.0720557181	0.0176196126	0.0837412084	-0.070254288	0.0665360853	-0.0221273815	0.0486208125	-0.0025343589	0.0110630892	0.0175346721	0.0609141103	-0.0599706061	0.0022932861	-0.0160963222	-0.0898513109	0.0418455404	0.004251598	-0.0078232935	-0.0346989191	-0.0034583165	0.004673368	0.0201021097	-0.011131974	0.0268503558	-0.0127952101	0.062741378	0.052597998	0.0217478305	0.0280255779	0.0646502186	0.0195232261	0.0086524934	-0.0134466298	-0.0345817354	0.0694963435	-0.0748187755	-0.0297964515	0.0366138922	0.0910506129	0.0903423981	0.0891661178	0.0875278662	0.0854361313	0.0829017503	0.0404671292897518	0.0005165139780132	2.667866894830219e-07	0.0016375885529534	0.2248721391836596	0.0274445006504179	0.0007532006159507	0.0505674789810351	1.127175555933185	0.030467408537234	0.0009282629829747	1.2705247338932848	-0.029811915225318	-0.001167718683902	1.3635669247338251e-06	0.0008887502894015	0.003941975207149	-5.213251008350048e-05	2.7177986076062796e-09	1.55391685337774e-05	0.0027118621725906	-9.79239777894e-05	7.354196443127809e-06	9.589105426098904e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2097.3465210655104	-0.4173872316978304	4398862.429425599	0.1742121011843783	2448.5178607940675	1.79080276489276	5995239.7146275565	3.206974542747554	2406.914977404536	-2.3400258174560804	5793239.708454277	5.475720826360997	2448.1992580223305	1779.2605061893576	1.037442	25.124872	0.2119855218875463	0.1270617882869536	-0.0990181531	0.0145048309	0.0175388005	0.0189303476	0.0331928808	-0.0252230227	0.1085767419	-0.0232338953	0.0283660048	0.0381222476	-0.0552251086	0.0736098259	-0.0284844634	-0.0070769126	-0.0240666351	-0.0674142085	0.0163228853	-0.0506976914	0.0111012632	-0.0131278228	0.0086064363	0.0516231873	0.0207460558	-0.0239963875	-0.0454675245	0.0811207272	-0.034860472	0.0062049237	-0.0204722831	0.0772778248	0.0404692415	-0.0139096502	-0.0072994982	0.0221084488	0.0075359835	-0.0878786408	0.0343260412	0.0032953165	-0.0013612517	-0.045634549	0.0050037317	0.0045221414	0.0017904972	-0.034090972	0.0272858096	-0.0143081742	0.0711975139	-0.0180651354	0.0254050809	0.003016014	0.0435960753	-0.0311305089	-0.0243220738	0.0458710446	-0.0240789086	0.0343710833	0.0070026381	-0.0355359898	0.0752920675	0.0909568593	0.0899685475	0.0883293083	0.0860510014	0.0831501106	0.0796476241	0.037425886162083	-0.0030412431276688	9.249159761592736e-06	0.0014006969550171	0.2197586767596959	-0.0051134624239636	2.6147497961288546e-05	0.0482938760111725	1.0014289824417162	-0.1257465734914689	0.0158122007448453	1.002860006874251	-0.0289052251119789	0.0009066901133391	8.220869616268703e-07	0.0008355120387741	0.0033328611641481	-0.0006091140430008	3.7101991738090194e-07	1.1107963539486627e-05	0.0027577428731395	4.588070054890002e-05	7.605145754351704e-06	2.105038682857834e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2097.2325275876087	-0.1139934779016584	4398384.27477151	0.0129945130041159	2513.220565032959	64.70270423889133	6316277.608504585	4186.439935825446	2402.947059475646	-3.967917928890074	5774154.570642653	15.744372690407296	2460.0578780578544	1775.459787971095	1.200618	29.07667	0.3227015669652114	0.2211778155383199	-0.0943599335	-0.0203284517	-0.0026895202	-0.0142354034	0.0085450456	-0.0829791447	0.0185883914	-0.1382051103	0.0346328454	0.0613281172	-0.0300878789	0.1096978276	-0.0224831166	-0.0026299185	0.0502693555	-0.0785855647	0.0425295778	-0.0180772949	0.001818403	0.0291987696	-0.0466393925	-0.0634416121	0.0478249702	-0.0206731825	-0.0460244595	0.0623070031	0.0040895009	0.0519897418	0.0237277881	0.0170353531	0.1141201242	-0.0256466767	0.0165942629	-0.0571986417	-0.0042171078	-0.1018249232	0.0757729633	0.0074392315	-0.0057281312	-0.0284535547	-0.0011425145	0.0486471131	-0.0054812202	-0.0235199448	0.0378131298	0.010189026	-0.0194099811	-0.0414060708	-0.0560888813	-0.0498660685	-0.0630083538	-0.0314712781	-0.0158459949	0.0054800056	0.0395773927	-0.0857875428	0.059499417	0.076975645	-0.0347091154	0.0908475206	0.089533037	0.0873563013	0.0843382767	0.0805080284	0.0759024438	0.0262565767973086	-0.0111693093647743	0.000124753471686	0.0006894078251129	0.1987779716920243	-0.0209807050676716	0.0004401899851366	0.0395126820299952	0.9322376003499856	-0.0691913820917305	0.0047874473557638	0.8690669435062994	-0.0324720842827822	-0.0035668591708032	1.2722484344343584e-05	0.0010544362576681	0.0031653259059789	-0.0001675352581691	2.8068062729820465e-08	1.0019288091061144e-05	0.0020649338932913	-0.0006928089798482	4.263951983663166e-06	4.799842825583037e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2091.998542568516	-5.23398501909287	4376457.902108794	27.39459918008859	2439.391387557984	-73.82917747497459	5950630.341692068	5450.747446631295	2401.970189101031	-0.9768703746149184	5769460.789330042	0.9542757288002912	2444.8021974641133	1785.7114739836309	1.029539	24.933462	0.3590076190812826	0.1789661576632617	-0.1066569414	-0.043357803	0.0128956103	-0.031510267	-0.0288175039	6.41003e-05	0.0995429288	-0.0106731007	-0.0312793799	-0.0335471847	-0.0261608478	0.1095876791	-0.0414926521	0.0307560445	0.0466394091	-0.0427818082	0.0023376281	0.0725809775	-0.0193609298	0.0048416007	-9.51945e-05	0.0003181433	0.0010266662	-0.0440296596	-0.0215666741	0.1021341632	-0.0272641139	0.0583504569	-0.0238946055	-0.0343971887	0.0582982814	0.0633250201	0.0311986765	-0.0011445086	-0.0048770504	-0.1088713328	0.0837874188	0.0158008977	-0.0124911231	-0.0393491218	0.0199469088	0.0320692554	-0.0005118687	0.0014584587	0.0528417065	-0.0273014835	-0.0077587909	0.0294463616	-0.040421941	-0.0190838575	-0.0287395422	0.0173218804	0.0038360734	-0.014203667	0.0262405668	-0.080729953	0.0449843443	0.002703153	-0.1028672789	0.0907226157	0.089036165	0.0862485974	0.0823943867	0.0775211985	0.0716892996	0.0480235864732208	0.0217670096759122	0.0004738027102312	0.0023062648577509	0.1954054217056153	-0.0033725499864089	1.1374093410827243e-05	0.0381832788319493	1.091833818922467	0.1595962185724814	0.0254709529826352	1.1921010881428185	-0.0337715547873753	-0.0012994705045931	1.688623592307447e-06	0.0011405179127566	0.0036062298627055	0.0004409039567266	1.943962990571717e-07	1.3004893822668931e-05	0.0038099962489012	0.0017450623556099	1.4516071416641214e-05	3.045242624966773e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2099.5544054810043	7.555862912488465	4408128.701574693	57.09106435231866	2438.2667015075685	-1.1246860504156757	5945144.507680599	1.264918711999612	2403.5637578639853	1.593568762954419	5777118.738117242	2.5394614022640773	2447.701457839948	1776.647208330924	1.028758	24.914564	0.0975727119651289	0.0612515287333231	-0.1001892654	0.0539487625	0.0593667064	-0.0099729449	-0.0347191454	-0.0136218049	0.1160787635	0.011268506	0.0273626265	-0.0068914947	-0.0342605852	0.1071801432	-0.0680548765	-0.0043453223	0.0293372269	-0.0504971359	-0.0004653261	0.0547595309	0.0502729186	0.0020154332	-0.0299376138	-0.0205593299	-0.075864208	0.073524414	-0.0362754302	0.0923112986	-0.037233105	0.087011793	0.0031086904	0.0307252144	0.0323427023	0.0751716933	-0.0545389852	-0.0601573642	-0.0226861398	-0.1154118597	0.0630060398	0.0138470261	-0.0302476295	-0.058076758	0.0121368371	0.0450604766	-0.0145565007	-0.0122654388	0.014692969	0.0208926986	0.0462413625	0.0521410845	0.0041209093	-0.0311651722	0.0187158921	0.0187130977	-0.0202884555	-0.0126228778	-0.0134052986	-0.0757806725	-0.0209526015	-0.0010966305	-0.1449814251	0.090582166	0.0884782721	0.0850079043	0.0802246594	0.0742024108	0.0670341672	0.0462837375776956	-0.0017398488955252	3.027074179260275e-06	0.0021421843641609	0.2103487954379232	0.0149433737323078	0.0002233044185034	0.0442466157421852	1.083986114681771	-0.0078477042406959	6.158646184943671e-05	1.1750258968228815	-0.034831940045586	-0.0010603852582106	1.1244168958305723e-06	0.0012132640473392	0.0040018142220539	0.0003955843593483	1.5648698536108378e-07	1.601451706783286e-05	0.0038148623332741	4.866084372900231e-06	1.4553174621833513e-05	2.367877712418384e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
